Item Key,Assessment Key,Session,Session Sort,Type,Assessment Number,Item Number,PDF Question ID,CSV Question ID,ID Match,Correct Answer,Max Points,PDF Difficulty,Point-Biserial,Student N,Observed Facility,Observed-PDF Delta,Discrimination Flag,Difficulty Band,Review Priority,Stem / Scenario,Options / Response Set,Rationale,All Categories,Bloom,BSN Essential,Clinical Judgment,Concept,NCLEX Client Need,Nursing Process,QSEN,Question Type,Sphere of Care,Mental Health Topic,Source PDF
2026-01-E1-Q38,2026-01-E1,Jan 2026,2026-01,Exam,1,38,117037,117037,Match,A,2.5,0.97,0.22,14,0.8571428571428571,-0.11285714285714288,Acceptable,Very easy,Review,A nurse is working with a client who has difficulty understanding social boundaries. The client frequently attempts to hug the nurse. Which action should the nurse take?,A. Explain that hugging is not appropriate and suggest an alternative way to express feelings. B. Report the client's behavior to the healthcare team and request a different assignment. C. Allow the client to hug the nurse to avoid hurting their feelings. D. Ignore the client's attempts to hug and continue with the session.,"CORRECT: Explaining hugs are inappropriate/suggesting alternatives maintain professional boundaries while providing the client with an appropriate alternative to express their feelings. INCORRECT: Allowing the client to hug the nurse may blur professional boundaries and could be inappropriate in a therapeutic setting. Ignoring the client's behavior may lead to confusion and does not provide the necessary guidance on appropriate boundaries. While it is important to communicate with the healthcare team, requesting a different assignment may not be necessary if the nurse can manage the situation by setting clear boundaries.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 10: Personal, Professional, and Leadership Development, PreL Concepts, PreL Professional Identity, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Implementation.Intervention, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, The Therapeutic Milieu",PreL Apply.Analyze,"PreL Domain 10: Personal, Professional, and Leadership Development",,PreL Professional Identity,PreL Psychosocial Integrity (PI),PreL Implementation.Intervention,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,The Therapeutic Milieu,N326 Exam 1 January 2026.pdf
2026-01-E1-Q39,2026-01-E1,Jan 2026,2026-01,Exam,1,39,117107,117107,Match,4.5,2.5,0.95,0.1,14,1,0.050000000000000044,Low,Very easy,Review,"A client experiencing extrapyramidal symptoms has an order for benztropine 1.5 mg PO three times a day. How many 1 milligrams should the nurse administer in a day? mg (If needed, round the answer to the nearest tenth.) 1. 4.5",,1.5 mg * 3/day = 4.5 mg in 1 day,"PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 5: Quality and Safety, PreL Concepts, PreL Safety, PreL Dosage Calculation, PreL Oral Dosage, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Pharmacological and Parenteral Therapies (PPT), PreL Nursing Process, PreL Implementation.Intervention, PreL QSEN, PreL QSEN Safety, PreL Question Types, PreL Fill in the Blank, PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Medication Calculation",PreL Apply.Analyze,PreL Domain 5: Quality and Safety,,PreL Safety,PreL Pharmacological and Parenteral Therapies (PPT),PreL Implementation.Intervention,PreL QSEN Safety,PreL Fill in the Blank,PreL Regenerative.Restorative Care,Medication Calculation,N326 Exam 1 January 2026.pdf
2026-01-E1-Q40,2026-01-E1,Jan 2026,2026-01,Exam,1,40,117131,117131,Match,A,2.5,0.78,0.2,14,0.8571428571428571,0.07714285714285707,Acceptable,Moderate,OK,A nurse provides education to a client who has been prescribed carbamazepine. Which client statement indicates a need for further teaching?,"A. ""I don't need to worry about any dietary restrictions."" B. ""I need to have regular blood tests to monitor my platelets."" C. ""I should report any signs of rash or unusual skin breakdown."" D. ""I should avoid prolonged exposure to sunlight.""","CORRECT: Carbamazepine does have dietary considerations, such as avoiding grapefruit and grapefruit juice, which can increase the risk of side effects. Therefore, the client needs to be aware of these dietary restrictions. INCORRECT: Regular blood tests are necessary to monitor for potential blood cell problems, including low platelet counts. Reporting signs of rash or skin breakdown is crucial because carbamazepine can cause severe skin reactions like Stevens-Johnson syndrome. Avoiding prolonged exposure to sunlight is important as carbamazepine can make the skin more sensitive to sunlight.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 1: Knowledge for Nursing Practice, PreL Concepts, PreL Safety, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Pharmacological and Parenteral Therapies (PPT), PreL Nursing Process, PreL Evaluation, PreL QSEN, PreL QSEN Safety, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Psychopharmacology",PreL Apply.Analyze,PreL Domain 1: Knowledge for Nursing Practice,,PreL Safety,PreL Pharmacological and Parenteral Therapies (PPT),PreL Evaluation,PreL QSEN Safety,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Psychopharmacology,N326 Exam 1 January 2026.pdf
2026-01-E1-Q41,2026-01-E1,Jan 2026,2026-01,Exam,1,41,117522,117522,Match,"A,B,C",2.5,0.96,0.13,14,0.9761904857142858,0.01619048571428583,Low,Very easy,Review,The nurse is planning care for a client experiencing mild anxiety. Which action should the nurse include to help the client cope better? Select all that apply.,A. Encourage the client to maintain adequate sleep. B. Encourage the client to journal thoughts and feelings. C. Encourage physical activity in their daily routine. D. Encourage the client to avoid all social interactions. E. Encourage the client to increase caffeine intake for energy.,"CORRECT: Encourage good sleep hygiene practices to improve sleep quality and reduce anxiety. Promote regular physical activity, such as walking or yoga, to reduce stress and improve mood. Journaling promotes awareness and problem solving. INCORRECT: Avoiding social interactions is not an effective coping strategy. The nurse should encourage participation in support groups where clients can share experiences and strategies. Increasing caffeine intake could exacerbate symptoms and increase physiological effects of stress.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Stress and Coping, PreL Courses, NR326 Mental Health Nursing, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Planning, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Select All That Apply (Traditional and NGN), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Mental Health Care Concepts",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Stress and Coping,PreL Psychosocial Integrity (PI),PreL Planning,PreL QSEN Patient-Centered Care,PreL Select All That Apply (Traditional and NGN),PreL Regenerative.Restorative Care,Mental Health Care Concepts,N326 Exam 1 January 2026.pdf
2026-01-E1-Q42,2026-01-E1,Jan 2026,2026-01,Exam,1,42,117536,117536,Match,A,2.5,0.64,0.47,14,0.5714285714285714,-0.06857142857142862,Acceptable,Moderate,OK,A nurse is evaluating a client's understanding of aversion therapy for alcohol use disorder. Which statement by the client indicates effective learning?,"A. ""I will become ill from this medication if combined with alcohol."" B. ""I should drink alcohol in moderation to avoid negative effects."" C. ""I should attend support group meetings regularly."" D. ""I will avoid social situations where alcohol is present.""","CORRECT: Being given a nausea-inducing drug when consuming alcohol creates a negative association with alcohol consumption, which is the goal of aversion therapy. INCORRECT: Drinking alcohol in moderation does not create a negative association with alcohol consumption. Attending support group meetings is supportive but not specific to aversion therapy. Avoiding social situations where alcohol is present is a form of avoidance, not aversion therapy.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 1: Knowledge for Nursing Practice, PreL Concepts, PreL Health Promotion, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Implementation.Intervention, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Mental Health Therapies",PreL Apply.Analyze,PreL Domain 1: Knowledge for Nursing Practice,,PreL Health Promotion,PreL Psychosocial Integrity (PI),PreL Implementation.Intervention,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Mental Health Therapies,N326 Exam 1 January 2026.pdf
2026-01-E1-Q43,2026-01-E1,Jan 2026,2026-01,Exam,1,43,117567,117567,Match,"A,B",2.5,0.57,0.2,14,0.6071428571428571,0.037142857142857144,Acceptable,Difficult,Review,A client has confided suicidal plans to the nurse and asked the nurse to keep it confidential. Which action(s) should the nurse take? Select all that apply.,A. The nurse documents the disclosure of suicidal plans in detail. B. The nurse reports to the healthcare provider and the care team. C. The nurse promises to keep the client's plan confidential. D. The nurse places the client in seclusion for safety purposes. E. The nurse advises the client to think positively and continues care.,"CORRECT: If a client expresses potential harm towards an intended victim, it must be reported to the healthcare provider and the care team. Failure to report can be considered negligence. Detailed, written documentation of the event is also required . INCORRECT: Keeping the client's suicide intent confidential violates legal and ethical obligations. Placing the client in physical restraints is unnecessary and violates right to least restrictive measures, Ignoring the client's disclosure fails to address the immediate risk of harm. Nurses must take all suicide threats seriously and implement appropriate safety measures.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Health Care Law, PreL Courses, NR326 Mental Health Nursing, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Management of Care (MC), PreL Nursing Process, PreL Implementation.Intervention, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Select All That Apply (Traditional and NGN), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Ethical And Legal Issues In Mental Health Nursing",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Health Care Law,PreL Management of Care (MC),PreL Implementation.Intervention,PreL QSEN Patient-Centered Care,PreL Select All That Apply (Traditional and NGN),PreL Regenerative.Restorative Care,Ethical And Legal Issues In Mental Health Nursing,N326 Exam 1 January 2026.pdf
2026-01-E1-Q44,2026-01-E1,Jan 2026,2026-01,Exam,1,44,117648,117648,Match,A,2.5,0.58,0.27,14,0.6428571428571429,0.06285714285714294,Acceptable,Difficult,Review,A nurse is assessing clients following a hurricane. Which question should the nurse prioritize to determine a client's ability to function during a crisis?,"A. ""How are you managing your daily activities since the crisis began?"" B. ""What resources do you currently have available to you?"" C. ""Have you experienced any similar crises in the past?"" D. ""Do you have any family members who can support you during this time?""","CORRECT: ""How are you managing. . "" directly assesses the client's ability to manage daily activities, providing insight into their coping strategies and functional status during the crisis. INCORRECT: ""Do you have. . "" assesses the availability of social support, which is important but does not directly evaluate the client's coping strategies. ""Have you experienced. . ."" helps understand past experiences but does not directly assess current coping mechanisms. ""What resources. . "" identifies available resources but does not evaluate how the client is using them to cope.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 1: Knowledge for Nursing Practice, PreL Concepts, PreL Communication, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Implementation.Intervention, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Crisis Intervention",PreL Apply.Analyze,PreL Domain 1: Knowledge for Nursing Practice,,PreL Communication,PreL Psychosocial Integrity (PI),PreL Implementation.Intervention,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Crisis Intervention,N326 Exam 1 January 2026.pdf
2026-01-E1-Q45,2026-01-E1,Jan 2026,2026-01,Exam,1,45,117653,117653,Match,A,2.5,0.91,0.15,14,1,0.08999999999999997,Low,Very easy,Review,A nurse is caring for a child who has signs of physical abuse. The child is reluctant to speak about the injuries. What action should the nurse take?,A. Report the suspicion of abuse to the healthcare provider. B. Wait for the child to feel comfortable to disclose the abuse. C. Conduct a thorough investigation to confirm the abuse. D. Keep the suspicion confidential to protect the child's privacy.,CORRECT: Reporting the suspicion of abuse to the healthcare provider and appropriate authorities is the nurse's legal responsibility. INCORRECT: Waiting for the child to disclose the abuse can delay necessary intervention and is not appropriate. Conducting a thorough investigation is not the nurse's responsibility; it should be done by the appropriate authorities. Keeping the suspicion confidential is inappropriate and can lead to harm; it is a criminal act to not report suspected abuse.,"PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 1: Knowledge for Nursing Practice, PreL Concepts, PreL Health Care Law, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Management of Care (MC), PreL Nursing Process, PreL Implementation.Intervention, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Ethical And Legal Issues In Mental Health Nursing",PreL Apply.Analyze,PreL Domain 1: Knowledge for Nursing Practice,,PreL Health Care Law,PreL Management of Care (MC),PreL Implementation.Intervention,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Ethical And Legal Issues In Mental Health Nursing,N326 Exam 1 January 2026.pdf
2026-01-E1-Q46,2026-01-E1,Jan 2026,2026-01,Exam,1,46,117767,117767,Match,A,2.5,1,,14,1,0,No PB,Very easy,Review,The nurse is caring for a client with opiate abuse history who is experiencing chronic pain. What education should the nurse plan to include to ensure beneficence?,A. Pain management techniques B. Avoiding physical activity C. Learning to ignore pain D. Taking double the prescribed pain medication dose,"CORRECT: Educating the client on pain management techniques helps them manage pain effectively, promoting their well-being. INCORRECT: Encouraging the client to ignore pain, avoid physical activity, or increase medication dosage without consulting a provider can lead to harm and does not align with the principle of beneficence.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Ethics, PreL Courses, NR326 Mental Health Nursing, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Management of Care (MC), PreL Nursing Process, PreL Planning, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Select All That Apply (Traditional and NGN), PreL Spheres of Care, PreL Wellness.Disease Prevention, PreL Topics Mental Health, Ethical And Legal Issues In Mental Health Nursing",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Ethics,PreL Management of Care (MC),PreL Planning,PreL QSEN Patient-Centered Care,PreL Select All That Apply (Traditional and NGN),PreL Wellness.Disease Prevention,Ethical And Legal Issues In Mental Health Nursing,N326 Exam 1 January 2026.pdf
2026-01-E1-Q47,2026-01-E1,Jan 2026,2026-01,Exam,1,47,118276,118276,Match,"A,B",2.5,0.96,0.1,14,1,0.040000000000000036,Low,Very easy,Review,The nurse is caring for a client diagnosed with dissociative identity disorder. Which client statement should concern the nurse? Select all that apply.,"A. ""I will take action to end all identities."" B. ""I will abstain from all social activities."" C. ""I will recognize signs of escalating anxiety."" D. ""I will develop a plan to cope with traumatic situations."" E. ""I will identify possible solutions for stressful situations.""","CORRECT: For persons with dissociative disorder, the potential exists for self-harm and suicide. When that is the case, the role of the nurse is to protect the person from personal harm. The nurse should clarify any statement that may suggest thought or intent of self-harm and notify the provider. Clients should not disconnect from social interactions and relationships. These are beneficial for them to become more engaged and less withdrawn INCORRECT: A client who plans to identify stressful situations and develop solutions to cope with traumatic memories and escalating anxiety is not a concern.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Stress and Coping, PreL Courses, NR326 Mental Health Nursing, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Evaluation, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Select All That Apply (Traditional and NGN), PreL Retired FCU Item, PreL Retired FCU Item, PreL Spheres of Care, PreL Wellness.Disease Prevention, PreL Topics Mental Health, Dissociative Disorders",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Stress and Coping,PreL Psychosocial Integrity (PI),PreL Evaluation,PreL QSEN Patient-Centered Care,PreL Select All That Apply (Traditional and NGN),PreL Wellness.Disease Prevention,Dissociative Disorders,N326 Exam 1 January 2026.pdf
2026-01-E1-Q48,2026-01-E1,Jan 2026,2026-01,Exam,1,48,118359,118359,Match,"A --> 3, B --> 1, C --> 2",2.5,0.89,0.23,14,0.7619047428571428,-0.1280952571428572,Acceptable,Moderate,OK,The nurse is educating a client about various types of maladaptive thoughts. Match each type of maladaptive thought to the corresponding example. Maladaptive Though Exampl t e,"A. Unlovability 3 B. Catastrophic 1 C. Dichotomous 2 Enter the number that indicates the Answer into the corresponding blank above 1. ""If I fail this exam, my entire future with be ruined."" 2. ""People are either with me or against me."" 3. ""People will leave me once they know the real me.""","DICHOTOMOUS: ""People are either with me or against me"" shows a black-and-white perspective, categorizing people into two extreme groups without considering any nuances or middle ground. CATASTROPHIC: ""If I fail this exam, my entire future will be ruined"" overestimates the impact of failing one exam, believing it will irreparably damage the person's future. UNLOVABILITY: ""I think people will leave me once they know the real me"" indicates a fear of rejection and abandonment due to perceived unworthiness, which is common in individuals with the unlovability schema","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Stress and Coping, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Implementation.Intervention, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Matching, PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Mental Health Therapies",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Stress and Coping,PreL Psychosocial Integrity (PI),PreL Implementation.Intervention,PreL QSEN Patient-Centered Care,PreL Matching,PreL Regenerative.Restorative Care,Mental Health Therapies,N326 Exam 1 January 2026.pdf
2026-01-E1-Q49,2026-01-E1,Jan 2026,2026-01,Exam,1,49,88901,88901,Match,A,2.5,0.93,0.1,14,1,0.06999999999999995,Low,Very easy,Review,A new graduate nurse wants to appear attentive while listening to her clients. Which behavior best demonstrates active listening?,"A. Convey warmth with appropriate eye contact and head nodding. B. Sit behind the activity table, directly facing the client. C. Introduce self to client and identify own role. D. Lean forward towards the client with hands clasped in lap.","CLINICAL PEARL Ensure that eye contact conveys warmth and is accompanied by smiling and intermittent nodding of the head and does not come across as staring or glaring, which can create intense discomfort in the patient. Several nonverbal behaviors have been designated as facilitative skills for attentive listening. Those listed here can be identified by the acronym SOLER: S: Sit squarely facing the patient. This nonverbal cue gives the message that the nurse is there to listen and is interested in what the patient has to say. O: Observe an open posture. Posture is considered “open” when arms and legs remain uncrossed. This nonverbal cue suggests that the nurse is open to what the patient has to say. With a closed position, the nurse can convey a somewhat defensive stance, possibly invoking a similar response in the patient. L: Lean forward toward the patient. Leaning forward conveys to the patient that the nurse is involved in the interaction, interested in what is being said, and making a sincere effort to be attentive. E: Establish eye contact. Eye contact, intermittently directed, is another behavior that conveys the nurse’s involvement and willingness to listen to what the patient has to say. The absence of eye contact or the constant shifting of eye contact elsewhere in the environment gives the message that the nurse is not actually interested in what is being said. R: Relax. Whether sitting or standing during the interaction, the nurse should communicate a sense of being relaxed and comfortable with the patient. Restlessness and fidgetiness communicate a lack of interest and may convey a feeling of discomfort that is likely to be transferred to the patient.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Communication, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Planning, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, The Therapeutic Milieu",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Communication,PreL Psychosocial Integrity (PI),PreL Planning,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,The Therapeutic Milieu,N326 Exam 1 January 2026.pdf
2026-01-E1-Q50,2026-01-E1,Jan 2026,2026-01,Exam,1,50,118457,118457,Match,A,2.5,0.89,0.17,14,1,0.10999999999999999,Low,Moderate,Review,The nurse is caring for multiple clients in a mental health unit. Which client is most at risk for experiencing a crisis?,A. A client who reports feeling overwhelmed after a divorce and custody loss. B. A client who lost their job and lives with their daughter. C. A client who is nervous about an upcoming dance recital. D. A client who lost their house in a fire and is staying with close relatives.,"CORRECT: Multiple simultaneous stressors can exceed coping capacity, triggering a crisis. INCORRECT: Support is found by family, relationships, financial and/or geographic resources. These clients had an adverse event but have someone for support. The client who is mildly anxious is experiencing anticipatory performance anxiety.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 1: Knowledge for Nursing Practice, PreL Concepts, PreL Stress and Coping, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Analysis.Diagnosis, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Crisis Intervention",PreL Apply.Analyze,PreL Domain 1: Knowledge for Nursing Practice,,PreL Stress and Coping,PreL Psychosocial Integrity (PI),PreL Analysis.Diagnosis,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Crisis Intervention,N326 Exam 1 January 2026.pdf
2026-01-E1-Q51,2026-01-E1,Jan 2026,2026-01,Exam,1,51,118523,118523,Match,A,2.5,0.93,0.18,14,1,0.06999999999999995,Low,Very easy,Review,A client is experiencing a situational low self-esteem crisis. What nursing action is most important to include in the care of this client?,A. Encourage the client to discuss prior achievements. B. Recommend good sleep hygiene practices. C. Inform the client that others are facing more difficult situations. D. Advise the client to refrain from discussing the crisis.,"CORRECT: Positive reinforcement helps boost the client's self-esteem by acknowledging their strengths and achievements This is the only option that addresses the client’s feelings, encourages client verbalization, and displays caring. INCORRECT: The question does not indicate sleep habits are a concern for this client. Minimizing the client's experience can invalidate their feelings and worsen their emotional distress. Suppressing emotions can lead to increased stress and hinder the healing process.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 1: Knowledge for Nursing Practice, PreL Concepts, PreL Stress and Coping, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Planning, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Crisis Intervention",PreL Apply.Analyze,PreL Domain 1: Knowledge for Nursing Practice,,PreL Stress and Coping,PreL Psychosocial Integrity (PI),PreL Planning,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Crisis Intervention,N326 Exam 1 January 2026.pdf
2026-01-E1-Q52,2026-01-E1,Jan 2026,2026-01,Exam,1,52,118772,118772,Match,acute dystonia|hypertensive crisis|manic episodes~drug toxicity|tardive dyskinesia|withdrawal symptoms,2.5,0.62,0.14,14,0.5714285714285714,-0.0485714285714286,Low,Moderate,Review,"Complete the following sentence by choosing from the list of options. The nurse monitors the client taking haloperidol for 1 2 and . 1. acute dystonia, hypertensive crisis, manic episodes 2. tardive dyskinesia, drug toxicity, withdrawal symptoms",,"CORRECT: Haloperidol is a first generation antipsychotic. This group of medications has the potential for extrapyramidal side effects, also called extrapyramidal symptoms (EPS), that interfere with normal movements, including acute dystonias (muscle spasms) that can be life-threatening, Parkinson-like symptoms, and tardive dyskinesia (later-onset involuntary movement disorders primarily in the tongue, lips, and jaw that may also involve other movement disturbances). INCORRECT: Haloperidol does not necessitate drug blood levels to monitor for toxicity. It does not cause withdrawal symptoms or hypertensive crisis. Haloperidol does not pose a risk for manic episodes. It helps manic symptoms.","PreL Bloom's Taxonomy, PreL Remember.Understand, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Mood and Affect, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Cloze Drop Down, PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Psychopharmacology",PreL Remember.Understand,PreL Domain 2: Person-Centered Care,,PreL Mood and Affect,PreL Psychosocial Integrity (PI),,PreL QSEN Patient-Centered Care,PreL Cloze Drop Down,PreL Regenerative.Restorative Care,Psychopharmacology,N326 Exam 1 January 2026.pdf
2026-01-E1-Q53,2026-01-E1,Jan 2026,2026-01,Exam,1,53,104433,104433,Match,"A,B,C,E",2.5,0.67,0.07,14,0.875,0.20499999999999996,Very low,Moderate,High,A prison nurse is concerned with a colleagues' behavior towards a specific inmate. Which colleague behavior(s) indicate that client-nurse boundaries are being violated? Select all that apply.,"A. The colleague is observed bringing items into the prison for this specific inmate. B. The colleague requests to care for the specific inmate when working. C. The colleague shares detailed information about their life with the specific inmate. D. The colleague documents inmate care accurately and objectively. E. The colleague states, “We have become close friends since I started working here.”","CORRECT: These actions suggest favoritism, over- involvement, and blurred professional lines, which can compromise safety and ethical standards. INCORRECT: Documenting inmate care accurately and objectively is a core professional responsibility for nurses.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 9: Professionalism, PreL Concepts, PreL Professional Identity, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Management of Care (MC), PreL Nursing Process, PreL Analysis.Diagnosis, PreL QSEN, PreL QSEN Quality Improvement, PreL Question Types, PreL Select All That Apply (Traditional and NGN), PreL Spheres of Care, PreL Wellness.Disease Prevention, PreL Topics Mental Health, The Therapeutic Milieu",PreL Apply.Analyze,PreL Domain 9: Professionalism,,PreL Professional Identity,PreL Management of Care (MC),PreL Analysis.Diagnosis,PreL QSEN Quality Improvement,PreL Select All That Apply (Traditional and NGN),PreL Wellness.Disease Prevention,The Therapeutic Milieu,N326 Exam 1 January 2026.pdf
